text,class
dog breed of the day meet what is probably the worlds rarest dog with only 100 or so in captivity. watch,Animal Planet
well excuse you,Animal Planet
tonight wayde brett and heather head to long island to meet with long island mediums theresa and larry caputo about building a tank and a koi pond at their home,Animal Planet
a young african boy severely mauled by chimpanzees will undergo reconstructive surgery next week that may allow him to eat drink and talk normally for the first time in two years,CNN
sweet dreams,Animal Planet
save your cheat days for the weekend these snacks will keep you occupied,Food Network
an intense winter storm shook the cabin and caused injuries that forced the aircraft to divert. via cnn travel,CNN
in addition to being one of the funniest people on the  robin williams was also an avid cyclist and advocate for people with disabilities,CNN
did you love kids baking championship stay tuned for chopped jr coming in april,Food Network
the decision by copenhagen zoo in denmark to kill one of its giraffes last weekend sparked anguish. the news four days later that a second danish zoo might follow suit prompted howls of outrage.,CNN
surveillance photos show the then-14-year-old wheeling a recycling bin that prosecutors say contained his slain algebra teacher,CNN
what a frightening encounter,Animal Planet
jeremy wades hunt for a cold water killer in alaska reveals the massive halibut as his predator. find out what it takes to catch one of these enormous beasts,Animal Planet
thank you rescue from the hart,Animal Planet
meet the new parolee,Animal Planet
this pilot performs stunts that will make your heart stop see him in action,CNN
icymi where is the best pizza in your home state food network magazine traveled to all 50 and the results are in,Food Network
pizza dough empanadasget the recipe,Food Network
look underneath those chords of hair and youll find an incredibly intelligent dog,Animal Planet
a special area in the cave will even serve as a venue for parties weddings and concerts,CNN
perfect french toast for your fathers day brunch is just a click away,Food Network
one word to describe this dog muscle,Animal Planet
once you make lemony shrimp scampi inas way you wont ever cook it in a skillet again,Food Network
find out if you live near one of these top coffee spots in america,Food Network
as the december 18 debut of star wars the force awakens draws closer more and more is being revealed about the movie its characters and its plot.heres what we know so far,CNN
eep do you have an animal phobia,Animal Planet
the supreme court ruled monday that a louisiana man sentenced to life without parole some 50 years ago for a murder committed as a 17-year-old juvenile has a right to have his sentence reviewed,CNN
never underestimate the expert nose of a beagle officer. laborday,Animal Planet
heres some mondaymotivation for you,Animal Planet
stop in the name of parm.alexs drool-worthy eggplant parm that is,Food Network
surf clay where we go.,CNN
can a restaurant help to save a struggling town some in braddock pennsylvania think so.,CNN
vanilla dutch babyget the recipe,Food Network
find out why this dog is known as the king,Animal Planet
the popes trip to his home continent south america comes on the heels of his eco-encyclical. francis is putting the focus on politics places and people.,CNN
how to keep a cat entertained for hours.,Animal Planet
the man suspected of deliberately ramming a large truck into a christmas market in berlin is a refugee from the afghanistan-pakistan region officials sayupdate police now say the asylum seeker initially detained and called a suspect may not have been the driver of the truck,CNN
the banana bread recipe youve waited your whole life for,Food Network
lighten up your favorite shrimp scampi recipe for the spring,Food Network
forget the stereotypes. what do native americans really look like this photographer is on a cross-country journey to photograph people from every u.s. tribe via cnn living,CNN
counter the colder weather with the barefoot contessas easy take on the often complex classic french stew,Food Network
love you mom.,Animal Planet
paris what we know so far at least 153 people were killed in the paris and saint-denis shootings and bombings. - at least 112 people were killed at the bataclan concert venue according to the french interior ministry. - at least 14 people were killed at the site of the petit cambodge restaurant in the 10th district of paris. - at least 19 were killed outside a bar called la belle epuipe.- at least 4 people were killed on avenue de la republique in the 10th district of the french capital.- at least 4 people were killed outside the stade de france sport stadium in saint-denis outside paris according to a statement from paris firefighters,CNN
get cheesy with it this labor day with help from the pioneer woman - ree drummond,Food Network
boots attempts to get little bear out of his hiding place so they can play,Animal Planet
